title,custom__category,base_url,custom__name_en,page__about_ru,page__about_en,readability_ru,readability_en
Российский государственный социальный университет,гуманитарный,https://rgsu.net/,Russian State Social University,https://rgsu.net/about/,https://en.rgsu.net/admission/,"{
    ""c_share"": 65.48042704626334,
    ""avg_slen"": 18.733333333333334,
    ""avg_syl"": 3.1690391459074734,
    ""n_syllabes"": 1781,
    ""n_words"": 562,
    ""n_sentences"": 30,
    ""n_complex_words"": 368,
    ""n_simple_words"": 194,
    ""chars"": 4932,
    ""letters"": 4208,
    ""spaces"": 555,
    ""index_fl"": -7.977586002372476,
    ""index_flk"": 15.723319098457889,
    ""index_gf"": 33.68550415183867,
    ""index_SMOG"": 23.137309115260663
}","{
    ""c_share"": 25.634517766497463,
    ""avg_slen"": 17.90909090909091,
    ""avg_syl"": 1.91751269035533,
    ""n_syllabes"": 1511,
    ""n_words"": 788,
    ""n_sentences"": 44,
    ""n_complex_words"": 202,
    ""n_simple_words"": 586,
    ""chars"": 5205,
    ""letters"": 4273,
    ""spaces"": 776,
    ""index_fl"": 26.435699123211833,
    ""index_flk"": 14.021195200738347,
    ""index_dc"": 4.9359812644208585,
    ""index_gf"": 17.41744347023535,
    ""index_SMOG"": 15.369462572615685
}"
Балтийский федеральный университет им. Иммануила Канта,общий,https://kantiana.ru/,Immanuel Kant Baltic Federal University,,,,
Новосибирский государственный педагогический университет,гуманитарный,https://www.nspu.ru/,Novosibirsk State Pedagogical University,,,,
"Московский финансово-промышленный университет ""Синергия""",гуманитарный,https://synergy.ru/,Synergy University,https://synergy.ru/about/,https://synergyuniversity.com/about/,,
Владивостокский государственный университет экономики и сервиса,гуманитарный,https://www.vvsu.ru/,Vladivostok State University of Economics and Service,https://www.vvsu.ru/about/now/,https://eng.vvsu.ru/about/today/,"{
    ""c_share"": 53.93586005830904,
    ""avg_slen"": 19.41509433962264,
    ""avg_syl"": 2.8503401360544216,
    ""n_syllabes"": 2933,
    ""n_words"": 1029,
    ""n_sentences"": 53,
    ""n_complex_words"": 555,
    ""n_simple_words"": 474,
    ""chars"": 8333,
    ""letters"": 6899,
    ""spaces"": 1017,
    ""index_fl"": 10.289935181619825,
    ""index_flk"": 13.730879219612369,
    ""index_gf"": 29.340381759172672,
    ""index_SMOG"": 21.615548810483897
}","{
    ""c_share"": 27.719298245614034,
    ""avg_slen"": 20.357142857142858,
    ""avg_syl"": 2.036842105263158,
    ""n_syllabes"": 1161,
    ""n_words"": 570,
    ""n_sentences"": 28,
    ""n_complex_words"": 158,
    ""n_simple_words"": 412,
    ""chars"": 3963,
    ""letters"": 3156,
    ""spaces"": 632,
    ""index_fl"": 13.85565789473688,
    ""index_flk"": 16.384022556390978,
    ""index_dc"": 5.386591478696742,
    ""index_gf"": 19.230576441102755,
    ""index_SMOG"": 16.69955669828396
}"
Башкирский государственный университет,общий,https://bashedu.ru/,Bashkir State University,,,,
Российский национальный исследовательский медицинский университет им. Н.И. Пирогова,медицинский,https://rsmu.ru/,Pirogov Russian National Research Medical University,https://rsmu.ru/about/overview.html,https://pirogov-university.com/about/overview.html,"{
    ""c_share"": 60.64638783269962,
    ""avg_slen"": 18.45614035087719,
    ""avg_syl"": 3.13212927756654,
    ""n_syllabes"": 3295,
    ""n_words"": 1052,
    ""n_sentences"": 57,
    ""n_complex_words"": 638,
    ""n_simple_words"": 414,
    ""chars"": 9114,
    ""letters"": 7674,
    ""spaces"": 1016,
    ""index_fl"": -5.398952037889387,
    ""index_flk"": 15.318052498165567,
    ""index_gf"": 31.64101127343073,
    ""index_SMOG"": 22.241615354026397
}","{
    ""c_share"": 26.48845686512758,
    ""avg_slen"": 18.704545454545453,
    ""avg_syl"": 1.922235722964763,
    ""n_syllabes"": 1582,
    ""n_words"": 823,
    ""n_sentences"": 44,
    ""n_complex_words"": 218,
    ""n_simple_words"": 605,
    ""chars"": 5397,
    ""letters"": 4441,
    ""spaces"": 795,
    ""index_fl"": 25.22874420081743,
    ""index_flk"": 14.387154258256931,
    ""index_dc"": 5.1102727935490995,
    ""index_gf"": 18.077200927869214,
    ""index_SMOG"": 15.844992400671472
}"
МИРЭА - Российский технологический университет,спец технический,https://www.mirea.ru/,MIREA - Russian Technological University,https://www.mirea.ru/about/mirea-today/,https://english.mirea.ru/about-university/university-today/,"{
    ""c_share"": 63.905325443786985,
    ""avg_slen"": 22.533333333333335,
    ""avg_syl"": 3.2218934911242605,
    ""n_syllabes"": 1089,
    ""n_words"": 338,
    ""n_sentences"": 15,
    ""n_complex_words"": 216,
    ""n_simple_words"": 122,
    ""chars"": 2943,
    ""letters"": 2538,
    ""spaces"": 334,
    ""index_fl"": -16.094132149901384,
    ""index_flk"": 17.971155818540435,
    ""index_gf"": 34.57546351084813,
    ""index_SMOG"": 24.80744790753207
}","{
    ""c_share"": 35.58897243107769,
    ""avg_slen"": 26.6,
    ""avg_syl"": 2.2781954887218046,
    ""n_syllabes"": 909,
    ""n_words"": 399,
    ""n_sentences"": 15,
    ""n_complex_words"": 142,
    ""n_simple_words"": 257,
    ""chars"": 3087,
    ""letters"": 2612,
    ""spaces"": 402,
    ""index_fl"": -12.899338345864635,
    ""index_flk"": 21.666706766917297,
    ""index_dc"": 6.938858746867169,
    ""index_gf"": 24.87558897243108,
    ""index_SMOG"": 20.706048426845886
}"
Петрозаводский государственный университет,общий,https://petrsu.ru/,Petrozavodsk State University,https://petrsu.ru/page/ptoday/history,https://petrsu.ru/en/page/about-us/fakt-and-figures,"{
    ""c_share"": 49.142857142857146,
    ""avg_slen"": 16.40625,
    ""avg_syl"": 2.664761904761905,
    ""n_syllabes"": 1399,
    ""n_words"": 525,
    ""n_sentences"": 32,
    ""n_complex_words"": 258,
    ""n_simple_words"": 267,
    ""chars"": 4093,
    ""letters"": 3359,
    ""spaces"": 515,
    ""index_fl"": 25.35468452380951,
    ""index_flk"": 10.901824404761907,
    ""index_gf"": 26.21964285714286,
    ""index_SMOG"": 19.35018124864061
}","{
    ""c_share"": 28.467153284671532,
    ""avg_slen"": 9.785714285714286,
    ""avg_syl"": 2.0583941605839415,
    ""n_syllabes"": 282,
    ""n_words"": 137,
    ""n_sentences"": 14,
    ""n_complex_words"": 39,
    ""n_simple_words"": 98,
    ""chars"": 982,
    ""letters"": 802,
    ""spaces"": 128,
    ""index_fl"": 22.76235401459857,
    ""index_flk"": 12.51547966631908,
    ""index_dc"": 4.980334932221064,
    ""index_gf"": 15.301147028154327,
    ""index_SMOG"": 12.66393586644259
}"
Ульяновский государственный университет,общий,https://www.ulsu.ru/,Ulyanovsk State University,https://www.ulsu.ru/ru/sveden/,,,
"Российский государственный университет физической культуры, спорта, молодежи и туризма",спорт ,https://www.sportedu.ru/,"Russian State University of Physical Culture, Sport and Tourism",http://www.rgufk.ru/,http://www.rgufk.ru/en,"{
    ""c_share"": 54.99207606973059,
    ""avg_slen"": 21.033333333333335,
    ""avg_syl"": 2.9049128367670365,
    ""n_syllabes"": 1833,
    ""n_words"": 631,
    ""n_sentences"": 30,
    ""n_complex_words"": 347,
    ""n_simple_words"": 284,
    ""chars"": 5208,
    ""letters"": 4379,
    ""spaces"": 628,
    ""index_fl"": 4.90640517696778,
    ""index_flk"": 14.922197041732701,
    ""index_gf"": 30.41016376122557,
    ""index_SMOG"": 22.558037258635636
}","{
    ""c_share"": 27.726218097447795,
    ""avg_slen"": 25.352941176470587,
    ""avg_syl"": 1.962877030162413,
    ""n_syllabes"": 1692,
    ""n_words"": 862,
    ""n_sentences"": 34,
    ""n_complex_words"": 239,
    ""n_simple_words"": 623,
    ""chars"": 5993,
    ""letters"": 4952,
    ""spaces"": 850,
    ""index_fl"": 15.042367954142236,
    ""index_flk"": 17.459596014740004,
    ""index_dc"": 5.635475719939948,
    ""index_gf"": 21.231663709567357,
    ""index_SMOG"": 18.275325825752958
}"
Томский государственный педагогический университет,гуманитарный,https://www.tspu.edu.ru/,Tomsk State Pedagogical University,,,,
Челябинский государственный университет,общий,https://www.csu.ru/,Chelyabinsk State University,https://www.csu.ru/about,https://www.csu.ru/en/aboutcsu/home.aspx,"{
    ""c_share"": 57.67790262172284,
    ""avg_slen"": 16.6875,
    ""avg_syl"": 2.9525593008739075,
    ""n_syllabes"": 2365,
    ""n_words"": 801,
    ""n_sentences"": 48,
    ""n_complex_words"": 462,
    ""n_simple_words"": 339,
    ""chars"": 6504,
    ""letters"": 5478,
    ""spaces"": 782,
    ""index_fl"": 7.6924360174781725,
    ""index_flk"": 13.140557896379523,
    ""index_gf"": 29.746161048689135,
    ""index_SMOG"": 20.852429223088986
}","{
    ""c_share"": 28.506787330316744,
    ""avg_slen"": 19.217391304347824,
    ""avg_syl"": 1.9411764705882353,
    ""n_syllabes"": 858,
    ""n_words"": 442,
    ""n_sentences"": 23,
    ""n_complex_words"": 126,
    ""n_simple_words"": 316,
    ""chars"": 3041,
    ""letters"": 2416,
    ""spaces"": 440,
    ""index_fl"": 23.105818414322272,
    ""index_flk"": 14.810664961636828,
    ""index_dc"": 5.454404328152666,
    ""index_gf"": 19.08967145386583,
    ""index_SMOG"": 16.50017393820218
}"
Ярославский государственный университет им. П. Г. Демидова,гуманитарный,http://www.uniyar.ac.ru/,Yaroslavl State University,http://www.uniyar.ac.ru/yargu/,http://www.uniyar.ac.ru/en/,"{
    ""c_share"": 64.35406698564593,
    ""avg_slen"": 15.481481481481481,
    ""avg_syl"": 3.248803827751196,
    ""n_syllabes"": 1358,
    ""n_words"": 418,
    ""n_sentences"": 27,
    ""n_complex_words"": 269,
    ""n_simple_words"": 149,
    ""chars"": 3722,
    ""letters"": 3190,
    ""spaces"": 416,
    ""index_fl"": -8.544035973772822,
    ""index_flk"": 14.712193868509654,
    ""index_gf"": 31.934219386850966,
    ""index_SMOG"": 21.160904648700278
}","{
    ""c_share"": 31.265508684863523,
    ""avg_slen"": 22.38888888888889,
    ""avg_syl"": 2.062034739454094,
    ""n_syllabes"": 831,
    ""n_words"": 403,
    ""n_sentences"": 18,
    ""n_complex_words"": 126,
    ""n_simple_words"": 277,
    ""chars"": 2769,
    ""letters"": 2283,
    ""spaces"": 399,
    ""index_fl"": 9.662138819961427,
    ""index_flk"": 17.47367659222498,
    ""index_dc"": 6.047312710228839,
    ""index_gf"": 21.461759029500968,
    ""index_SMOG"": 18.243605946275583
}"
Самарский государственный технический университет (Самарский политех),общий технический,https://samgtu.ru/,Samara State Technical University,https://samgtu.ru/university/university,https://samgtu.com/university,"{
    ""c_share"": 63.96551724137931,
    ""avg_slen"": 23.2,
    ""avg_syl"": 3.182758620689655,
    ""n_syllabes"": 1846,
    ""n_words"": 580,
    ""n_sentences"": 25,
    ""n_complex_words"": 371,
    ""n_simple_words"": 209,
    ""chars"": 5129,
    ""letters"": 4382,
    ""spaces"": 555,
    ""index_fl"": -14.60879310344825,
    ""index_flk"": 18.012137931034484,
    ""index_gf"": 34.866206896551724,
    ""index_SMOG"": 25.136152842214017
}","{
    ""c_share"": 34.91525423728814,
    ""avg_slen"": 25.652173913043477,
    ""avg_syl"": 2.1372881355932205,
    ""n_syllabes"": 1261,
    ""n_words"": 590,
    ""n_sentences"": 23,
    ""n_complex_words"": 206,
    ""n_simple_words"": 384,
    ""chars"": 4228,
    ""letters"": 3520,
    ""spaces"": 584,
    ""index_fl"": -0.016532792925545436,
    ""index_flk"": 19.634347826086955,
    ""index_dc"": 6.785466470154754,
    ""index_gf"": 24.226971260132643,
    ""index_SMOG"": 20.225891995042204
}"
Московский политехнический университет,общий технический,https://new.mospolytech.ru/,Moscow Polytechnic University,https://new.mospolytech.ru/ob-universitete/universitet-segodnya/,https://new.mospolytech.ru/en/about-university/university-today/,,
Тамбовский государственный технический университет,общий технический,https://www.tstu.ru/,Tambov State Technical University,,,,
Донской государственный технический университет,общий технический,https://donstu.ru/,Don State Technical University,https://donstu.ru/about/,https://donstu.ru/en/,"{
    ""c_share"": 61.34969325153374,
    ""avg_slen"": 16.3,
    ""avg_syl"": 3.0224948875255624,
    ""n_syllabes"": 1478,
    ""n_words"": 489,
    ""n_sentences"": 30,
    ""n_complex_words"": 300,
    ""n_simple_words"": 189,
    ""chars"": 4168,
    ""letters"": 3544,
    ""spaces"": 478,
    ""index_fl"": 3.9930572597137086,
    ""index_flk"": 13.461212678936608,
    ""index_gf"": 31.0598773006135,
    ""index_SMOG"": 21.19438992294339
}","{
    ""c_share"": 26.181818181818183,
    ""avg_slen"": 34.375,
    ""avg_syl"": 1.9345454545454546,
    ""n_syllabes"": 532,
    ""n_words"": 275,
    ""n_sentences"": 8,
    ""n_complex_words"": 72,
    ""n_simple_words"": 203,
    ""chars"": 1858,
    ""letters"": 1556,
    ""spaces"": 265,
    ""index_fl"": 8.28182954545457,
    ""index_flk"": 20.643886363636366,
    ""index_dc"": 5.8391090909090915,
    ""index_gf"": 24.222727272727276,
    ""index_SMOG"": 20.267338824336647
}"
Волгоградский государственный технический университет,общий технический,http://www.vstu.ru/,Volgograd State Technical University,https://www.vstu.ru/university/,https://www.vstu.ru/eng/university/,"{
    ""c_share"": 60.638297872340424,
    ""avg_slen"": 20.142857142857142,
    ""avg_syl"": 3.1264775413711585,
    ""n_syllabes"": 2645,
    ""n_words"": 846,
    ""n_sentences"": 42,
    ""n_complex_words"": 513,
    ""n_simple_words"": 333,
    ""chars"": 7444,
    ""letters"": 6295,
    ""spaces"": 856,
    ""index_fl"": -7.252014522120902,
    ""index_flk"": 16.103286052009455,
    ""index_gf"": 32.31246200607903,
    ""index_SMOG"": 23.094544022109805
}","{
    ""c_share"": 24.67105263157895,
    ""avg_slen"": 11.471698113207546,
    ""avg_syl"": 1.8207236842105263,
    ""n_syllabes"": 1107,
    ""n_words"": 608,
    ""n_sentences"": 53,
    ""n_complex_words"": 150,
    ""n_simple_words"": 458,
    ""chars"": 4002,
    ""letters"": 3001,
    ""spaces"": 590,
    ""index_fl"": 41.15800273088382,
    ""index_flk"": 10.368501737835157,
    ""index_dc"": 4.464555436941411,
    ""index_gf"": 14.457100297914597,
    ""index_SMOG"": 12.739747102867163
}"
Вятский Государственный университет,общий,https://www.vyatsu.ru/,Vyatka State University,,,,
Тольяттинский государственный университет,общий,https://www.tltsu.ru/,Togliatti State University,,,,
Ивановский государственный энергетический университет им. В.И.Ленина,спец технический,http://ispu.ru/,Ivanovo State Power University,,,,
Кемеровский государственный университет,общий,https://kemsu.ru/,Kemerovo State University,https://kemsu.ru/university/history/,https://en.kemsu.ru/university/facts-and-figures/,"{
    ""c_share"": 48.8394584139265,
    ""avg_slen"": 13.256410256410257,
    ""avg_syl"": 2.5473887814313345,
    ""n_syllabes"": 2634,
    ""n_words"": 1034,
    ""n_sentences"": 78,
    ""n_complex_words"": 505,
    ""n_simple_words"": 529,
    ""chars"": 8005,
    ""letters"": 6367,
    ""spaces"": 979,
    ""index_fl"": 36.503600902643484,
    ""index_flk"": 8.50157913008977,
    ""index_gf"": 24.838347468134703,
    ""index_SMOG"": 17.665046755437814
}","{
    ""c_share"": 27.906976744186046,
    ""avg_slen"": 20.235294117647058,
    ""avg_syl"": 2.0697674418604652,
    ""n_syllabes"": 712,
    ""n_words"": 344,
    ""n_sentences"": 17,
    ""n_complex_words"": 96,
    ""n_simple_words"": 248,
    ""chars"": 2409,
    ""letters"": 1939,
    ""spaces"": 336,
    ""index_fl"": 11.193850889192902,
    ""index_flk"": 16.725020519835848,
    ""index_dc"": 5.410182216142271,
    ""index_gf"": 19.256908344733244,
    ""index_SMOG"": 16.704608050291505
}"
Северо-Кавказский федеральный университет,общий,https://www.ncfu.ru/,North Caucasus Federal University,,,,
Владимирский государственный университет,общий,http://vlsu.ru/,Vladimir State University for the Humanities,,,,
Санкт-Петербургский государственный электротехнический университет ЛЭТИ им В. И. Ульянова (Ленина),спец технический,https://etu.ru/,Saint Petersburg State Electrotechnical University (LETI),https://etu.ru/ru/universitet/nash-universitet/,https://etu.ru/en/university/about/university-today,"{
    ""c_share"": 50.68493150684932,
    ""avg_slen"": 15.869565217391305,
    ""avg_syl"": 2.813698630136986,
    ""n_syllabes"": 1027,
    ""n_words"": 365,
    ""n_sentences"": 23,
    ""n_complex_words"": 185,
    ""n_simple_words"": 180,
    ""chars"": 3026,
    ""letters"": 2494,
    ""spaces"": 349,
    ""index_fl"": 17.101277546158457,
    ""index_flk"": 11.726086956521737,
    ""index_gf"": 26.62179868969625,
    ""index_SMOG"": 19.331034868350166
}","{
    ""c_share"": 30.170316301703163,
    ""avg_slen"": 14.678571428571429,
    ""avg_syl"": 2.0632603406326036,
    ""n_syllabes"": 848,
    ""n_words"": 411,
    ""n_sentences"": 28,
    ""n_complex_words"": 124,
    ""n_simple_words"": 287,
    ""chars"": 2823,
    ""letters"": 2265,
    ""spaces"": 393,
    ""index_fl"": 17.38442518248175,
    ""index_flk"": 14.481114876607581,
    ""index_dc"": 5.491950086896073,
    ""index_gf"": 17.93955509210984,
    ""index_SMOG"": 15.151101081350806
}"
Северо-Западный государственный медицинский университет имени И.И. Мечникова,медицинский,https://szgmu.ru/,North-Western State Medical University,,,,
Уфимский государственный авиационный технический университет (УГАТУ),спец технический,https://www.ugatu.su/,Ufa State Aviation Technical University,https://www.ugatu.su/main-information/,https://www.ugatu.su/en/about/history/,"{
    ""c_share"": 52.121212121212125,
    ""avg_slen"": 15.0,
    ""avg_syl"": 2.675757575757576,
    ""n_syllabes"": 883,
    ""n_words"": 330,
    ""n_sentences"": 22,
    ""n_complex_words"": 172,
    ""n_simple_words"": 158,
    ""chars"": 2580,
    ""letters"": 2091,
    ""spaces"": 318,
    ""index_fl"": 26.521969696969705,
    ""index_flk"": 10.293030303030303,
    ""index_gf"": 26.84848484848485,
    ""index_SMOG"": 19.10251660953655
}","{
    ""c_share"": 31.154684095860567,
    ""avg_slen"": 35.30769230769231,
    ""avg_syl"": 2.0588235294117645,
    ""n_syllabes"": 945,
    ""n_words"": 459,
    ""n_sentences"": 13,
    ""n_complex_words"": 143,
    ""n_simple_words"": 316,
    ""chars"": 3120,
    ""letters"": 2546,
    ""spaces"": 452,
    ""index_fl"": -3.178778280542957,
    ""index_flk"": 22.474117647058822,
    ""index_dc"": 6.670586157197922,
    ""index_gf"": 26.58495056142115,
    ""index_SMOG"": 22.076135915942103
}"
Тульский Государственный университет,общий,http://tsu.tula.ru/,Tula State University,,,,
Волгоградский государственный социально-педагогический университет,гуманитарный,https://vspu.ru/,Volgograd State Socio-Pedagogical University,,,,
Российский государственный аграрный университет - МСХА имени К.А. Тимирязева,аграрный,https://www.timacad.ru/,Russian State Agricultural University,https://www.timacad.ru/about,http://eng.timacad.ru/,"{
    ""c_share"": 61.753494282083864,
    ""avg_slen"": 23.848484848484848,
    ""avg_syl"": 3.0470139771283353,
    ""n_syllabes"": 2398,
    ""n_words"": 787,
    ""n_sentences"": 33,
    ""n_complex_words"": 486,
    ""n_simple_words"": 301,
    ""chars"": 6672,
    ""letters"": 5636,
    ""spaces"": 760,
    ""index_fl"": -7.293570328443252,
    ""index_flk"": 17.338959608794422,
    ""index_gf"": 34.240791652227486,
    ""index_SMOG"": 25.052408766532647
}","{
    ""c_share"": 36.18739903069467,
    ""avg_slen"": 26.91304347826087,
    ""avg_syl"": 2.234248788368336,
    ""n_syllabes"": 1383,
    ""n_words"": 619,
    ""n_sentences"": 23,
    ""n_complex_words"": 224,
    ""n_simple_words"": 395,
    ""chars"": 4481,
    ""letters"": 3750,
    ""spaces"": 586,
    ""index_fl"": -9.49918662639601,
    ""index_flk"": 21.270222659268104,
    ""index_dc"": 7.0488772634684285,
    ""index_gf"": 25.240177003582218,
    ""index_SMOG"": 20.957198584269573
}"
Санкт-Петербургский государственный университет телекоммуникаций имени профессора М.А. Бонч-Бруевича,спец технический,https://sut.ru/,The Bonch-Bruevich St. Petersburg State University of Telecommunications,https://www.sut.ru/university/about,https://www.sut.ru/eng/university/today,"{
    ""c_share"": 57.088122605363985,
    ""avg_slen"": 26.1,
    ""avg_syl"": 3.007662835249042,
    ""n_syllabes"": 785,
    ""n_words"": 261,
    ""n_sentences"": 10,
    ""n_complex_words"": 149,
    ""n_simple_words"": 112,
    ""chars"": 2201,
    ""letters"": 1872,
    ""spaces"": 264,
    ""index_fl"": -7.85553639846745,
    ""index_flk"": 18.154938697318006,
    ""index_gf"": 33.275249042145596,
    ""index_SMOG"": 25.180596615876212
}","{
    ""c_share"": 29.156626506024097,
    ""avg_slen"": 19.761904761904763,
    ""avg_syl"": 2.0120481927710845,
    ""n_syllabes"": 835,
    ""n_words"": 415,
    ""n_sentences"": 21,
    ""n_complex_words"": 121,
    ""n_simple_words"": 294,
    ""chars"": 2856,
    ""letters"": 2300,
    ""spaces"": 401,
    ""index_fl"": 16.557389558232927,
    ""index_flk"": 15.859311531841659,
    ""index_dc"": 5.584021801491681,
    ""index_gf"": 19.567412507171543,
    ""index_SMOG"": 16.8419578348935
}"
Алтайская государственная педагогическая академия,гуманитарный,https://www.altspu.ru/,Altai State Pedagogical Academy,,,,
Удмуртский государственный университет,общий,https://udsu.ru/,Udmurt State University,,,,
Иркутский национальный исследовательский технический университет,спец технический,http://www.istu.edu/,Irkutsk National Research Technical University,http://www.istu.edu/ob_irnitu/obshchaya_informatsiya/istoriya/istoki,https://eng.istu.edu/about/about/description/,"{
    ""c_share"": 60.67796610169491,
    ""avg_slen"": 15.526315789473685,
    ""avg_syl"": 2.989830508474576,
    ""n_syllabes"": 882,
    ""n_words"": 295,
    ""n_sentences"": 19,
    ""n_complex_words"": 179,
    ""n_simple_words"": 116,
    ""chars"": 2443,
    ""letters"": 2054,
    ""spaces"": 286,
    ""index_fl"": 6.961975914362199,
    ""index_flk"": 12.843657448706512,
    ""index_gf"": 30.481712756467438,
    ""index_SMOG"": 20.66365105003592
}","{
    ""c_share"": 25.219298245614034,
    ""avg_slen"": 22.8,
    ""avg_syl"": 1.9736842105263157,
    ""n_syllabes"": 900,
    ""n_words"": 456,
    ""n_sentences"": 20,
    ""n_complex_words"": 115,
    ""n_simple_words"": 341,
    ""chars"": 3190,
    ""letters"": 2612,
    ""spaces"": 451,
    ""index_fl"": 16.71931578947371,
    ""index_flk"": 16.59147368421053,
    ""index_dc"": 5.113007192982456,
    ""index_gf"": 19.207719298245618,
    ""index_SMOG"": 16.827784334635936
}"
Омский государственный педагогический университет,гуманитарный,http://omgpu.ru/,Omsk State Pedagogical University,,,,
Московская государственная консерватория имени П.И. Чайковского,искусство и культура,https://www.mosconsv.ru/,Moscow Tchaikovsky Conservatory,,,,
Национальный исследовательский университет МЭИ (Московский экономический институт),гуманитарный,https://mpei.ru/,N.R.U. Moscow Power Engineering Institute,https://mpei.ru/AboutUniverse/about/Pages/default.aspx,https://mpei.ru/lang/en/main/Pages/default.aspx,"{
    ""c_share"": 61.03896103896104,
    ""avg_slen"": 15.4,
    ""avg_syl"": 3.155844155844156,
    ""n_syllabes"": 243,
    ""n_words"": 77,
    ""n_sentences"": 5,
    ""n_complex_words"": 47,
    ""n_simple_words"": 30,
    ""chars"": 646,
    ""letters"": 556,
    ""spaces"": 73,
    ""index_fl"": -2.8512337662337757,
    ""index_flk"": 13.993662337662336,
    ""index_gf"": 30.575584415584416,
    ""index_SMOG"": 20.64404841556777
}","{
    ""c_share"": 22.40566037735849,
    ""avg_slen"": 23.555555555555557,
    ""avg_syl"": 1.8231132075471699,
    ""n_syllabes"": 773,
    ""n_words"": 424,
    ""n_sentences"": 18,
    ""n_complex_words"": 95,
    ""n_simple_words"": 329,
    ""chars"": 2749,
    ""letters"": 2226,
    ""spaces"": 418,
    ""index_fl"": 28.69073375262056,
    ""index_flk"": 15.109402515723275,
    ""index_dc"": 4.706209329140462,
    ""index_gf"": 18.38448637316562,
    ""index_SMOG"": 16.253228859978986
}"
Уральский государственный экономический университет,общий,https://www.usue.ru/,Ural State University of Economics,,,,
Магнитогорский государственный технический университет им. Г. И. Носова,общий технический,https://www.magtu.ru/,Nosov Magnitogorsk State Technical University,,,,
Московский государственный строительный университет,архитектурный,https://mgsu.ru/,Moscow State University of Civil Engineering,,,,
Новгородский государственный университет им. Ярослава Мудрого,общий,https://www.novsu.ru/,Novgorod State University,,,,
Санкт-Петербургский горный университет,спец технический,https://www.spmi.ru/,Saint-Petersburg Mining University,https://www.spmi.ru/gornyi-universitet-segodna,http://en.spmi.ru/university/,"{
    ""c_share"": 57.081545064377686,
    ""avg_slen"": 18.64,
    ""avg_syl"": 2.8605150214592276,
    ""n_syllabes"": 1333,
    ""n_words"": 466,
    ""n_sentences"": 25,
    ""n_complex_words"": 266,
    ""n_simple_words"": 200,
    ""chars"": 3921,
    ""letters"": 3248,
    ""spaces"": 454,
    ""index_fl"": 10.686047210300416,
    ""index_flk"": 13.425359656652358,
    ""index_gf"": 30.288618025751074,
    ""index_SMOG"": 21.763514420635815
}","{
    ""c_share"": 32.126696832579185,
    ""avg_slen"": 24.555555555555557,
    ""avg_syl"": 2.0588235294117645,
    ""n_syllabes"": 455,
    ""n_words"": 221,
    ""n_sentences"": 9,
    ""n_complex_words"": 71,
    ""n_simple_words"": 150,
    ""chars"": 1541,
    ""letters"": 1294,
    ""spaces"": 208,
    ""index_fl"": 7.73464052287585,
    ""index_flk"": 18.280784313725494,
    ""index_dc"": 6.2907609854198085,
    ""index_gf"": 22.672900955253898,
    ""index_SMOG"": 19.174585242480724
}"
Московский государственный юридический университет им. О.Е. Кутафина (МГЮА),гуманитарный ,https://www.msal.ru/,Kutafin Moscow State Law University,https://www.msal.ru/content/ob-universitete/,https://www.msal.ru/en/content/ob-universitete/,"{
    ""c_share"": 57.04697986577181,
    ""avg_slen"": 17.88,
    ""avg_syl"": 2.8769574944071588,
    ""n_syllabes"": 1286,
    ""n_words"": 447,
    ""n_sentences"": 25,
    ""n_complex_words"": 255,
    ""n_simple_words"": 192,
    ""chars"": 3592,
    ""letters"": 2982,
    ""spaces"": 438,
    ""index_fl"": 10.68585458612975,
    ""index_flk"": 13.172989709172256,
    ""index_gf"": 29.970791946308726,
    ""index_SMOG"": 21.374148478970945
}","{
    ""c_share"": 29.838709677419356,
    ""avg_slen"": 26.105263157894736,
    ""avg_syl"": 2.0080645161290325,
    ""n_syllabes"": 996,
    ""n_words"": 496,
    ""n_sentences"": 19,
    ""n_complex_words"": 148,
    ""n_simple_words"": 348,
    ""chars"": 3334,
    ""letters"": 2699,
    ""spaces"": 482,
    ""index_fl"": 10.455899830220744,
    ""index_flk"": 18.28621392190153,
    ""index_dc"": 6.006353310696095,
    ""index_gf"": 22.37758913412564,
    ""index_SMOG"": 19.07316267978278
}"
Кабардино-Балкарского государственного университета имени Х.М. Бербекова,общий,https://kbsu.ru/,Kabardino-Balkarian State University,,,,
